Date,Hour,Total Market Demand,Ontario Demand
10-Jun-02,7,17085,16889
10-Jun-02,8,18191,18090
10-Jun-02,9,18867,18766
10-Jun-02,10,19306,19205
10-Jun-02,11,19785,19684
10-Jun-02,12,19766,19565
10-Jun-02,13,19781,19680
10-Jun-02,14,19801,19650
10-Jun-02,15,19916,19765
10-Jun-02,16,20237,19986
10-Jun-02,17,20227,19976
10-Jun-02,18,19699,19407
10-Jun-02,19,19045,18944
10-Jun-02,20,18764,18663
10-Jun-02,21,18848,18697
10-Jun-02,22,17825,17674
10-Jun-02,23,15961,15910
10-Jun-02,24,14670,14669
11-Jun-02,1,14000,13999
11-Jun-02,2,13660,13659
11-Jun-02,3,13430,13429
11-Jun-02,4,13424,13423
11-Jun-02,5,13692,13691
11-Jun-02,6,14832,14831
11-Jun-02,7,17010,16909
11-Jun-02,8,18448,18298
11-Jun-02,9,19455,19352
11-Jun-02,10,20367,20216
11-Jun-02,11,20735,20547
11-Jun-02,12,20935,20835
11-Jun-02,13,21208,21032
11-Jun-02,14,21461,21318
11-Jun-02,15,21538,21537
11-Jun-02,16,22336,22160
11-Jun-02,17,22264,22088
11-Jun-02,18,21567,21391
11-Jun-02,19,21143,20967
11-Jun-02,20,21124,20948
11-Jun-02,21,21110,20846
11-Jun-02,22,19928,19652
11-Jun-02,23,17900,17899
11-Jun-02,24,16625,16624
12-Jun-02,1,15915,15764
12-Jun-02,2,15413,15262
12-Jun-02,3,15236,15085
12-Jun-02,4,15004,14853
12-Jun-02,5,15238,15087
12-Jun-02,6,16358,16207
12-Jun-02,7,18708,18057
12-Jun-02,8,19516,18915
12-Jun-02,9,19679,19178
12-Jun-02,10,19617,19116
12-Jun-02,11,19593,19092
12-Jun-02,12,19555,19054
12-Jun-02,13,19933,19070
12-Jun-02,14,19912,19011
12-Jun-02,15,19814,18921
12-Jun-02,16,19784,19092
12-Jun-02,17,19526,19025
12-Jun-02,18,19229,18533
12-Jun-02,19,18894,18319
12-Jun-02,20,18717,18108
12-Jun-02,21,18704,18003
12-Jun-02,22,17421,16920
12-Jun-02,23,15507,15506
12-Jun-02,24,14393,14392
13-Jun-02,1,14293,13770
13-Jun-02,2,13730,13398
13-Jun-02,3,13881,13283
13-Jun-02,4,13789,13270
13-Jun-02,5,14170,13479
13-Jun-02,6,14779,14721
13-Jun-02,7,17311,16910
13-Jun-02,8,18354,17713
13-Jun-02,9,18587,18178
13-Jun-02,10,19104,18502
13-Jun-02,11,19170,18769
13-Jun-02,12,19402,18810
13-Jun-02,13,19317,18912
13-Jun-02,14,19416,18929
13-Jun-02,15,19421,19020
13-Jun-02,16,19537,19136
13-Jun-02,17,19442,19041
13-Jun-02,18,18854,18453
13-Jun-02,19,18572,18171
13-Jun-02,20,18532,18131
13-Jun-02,21,18520,18119
13-Jun-02,22,17785,17384
13-Jun-02,23,15951,15950
13-Jun-02,24,14663,14662
14-Jun-02,1,13889,13888
14-Jun-02,2,13905,13504
14-Jun-02,3,13986,13385
14-Jun-02,4,14045,13344
14-Jun-02,5,14162,13611
14-Jun-02,6,14955,14804
14-Jun-02,7,17127,16776
14-Jun-02,8,18478,18127
14-Jun-02,9,18807,18456
14-Jun-02,10,19214,18863
14-Jun-02,11,19249,18898
14-Jun-02,12,19214,18863
14-Jun-02,13,19186,18835
14-Jun-02,14,18948,18597
14-Jun-02,15,18693,18342
14-Jun-02,16,18645,18294
14-Jun-02,17,18549,18198
14-Jun-02,18,18117,17766
14-Jun-02,19,17744,17393
14-Jun-02,20,17557,17206
14-Jun-02,21,17521,17170
14-Jun-02,22,16659,16308
14-Jun-02,23,15189,15188
14-Jun-02,24,14081,14080
15-Jun-02,1,13593,13327
15-Jun-02,2,13313,12897
15-Jun-02,3,13318,12652
15-Jun-02,4,13310,12544
15-Jun-02,5,13151,12585
15-Jun-02,6,13211,12845
15-Jun-02,7,13939,13938
15-Jun-02,8,15110,15109
15-Jun-02,9,15976,15975
15-Jun-02,10,16578,16577
15-Jun-02,11,16760,16759
15-Jun-02,12,16663,16662
15-Jun-02,13,16498,16497
15-Jun-02,14,16261,16260
15-Jun-02,15,16089,16088
15-Jun-02,16,16020,16019
15-Jun-02,17,16107,16106
15-Jun-02,18,15836,15835
15-Jun-02,19,15489,15488
15-Jun-02,20,15501,15500
15-Jun-02,21,15597,15596
15-Jun-02,22,15009,14943
15-Jun-02,23,13836,13711
15-Jun-02,24,13559,12893
16-Jun-02,1,13044,12278
16-Jun-02,2,12857,11791
16-Jun-02,3,12603,11537
16-Jun-02,4,12880,11714
16-Jun-02,5,12657,11591
16-Jun-02,6,12409,11643
16-Jun-02,7,12644,12278
16-Jun-02,8,13450,13449
16-Jun-02,9,14478,14477
16-Jun-02,10,15037,15036
16-Jun-02,11,15462,15461
16-Jun-02,12,15607,15606
16-Jun-02,13,15389,15388
16-Jun-02,14,15282,15281
16-Jun-02,15,15168,15167
16-Jun-02,16,15410,15409
16-Jun-02,17,15469,15468
16-Jun-02,18,15298,15297
16-Jun-02,19,15193,15089
16-Jun-02,20,15328,15327
16-Jun-02,21,15735,15734
16-Jun-02,22,15410,15044
16-Jun-02,23,14478,14012
16-Jun-02,24,13880,13314
17-Jun-02,1,13759,12843
17-Jun-02,2,13541,12550
17-Jun-02,3,13639,12523
17-Jun-02,4,13798,12582
17-Jun-02,5,14149,12933
17-Jun-02,6,14923,14007
17-Jun-02,7,16371,15970
17-Jun-02,8,17271,17070
17-Jun-02,9,17809,17608
17-Jun-02,10,18251,18050
17-Jun-02,11,18356,18151
17-Jun-02,12,18409,18128
17-Jun-02,13,18376,18175
17-Jun-02,14,18270,18069
17-Jun-02,15,18332,18035
17-Jun-02,16,18338,18137
17-Jun-02,17,18266,18061
17-Jun-02,18,17802,17506
17-Jun-02,19,17481,17280
17-Jun-02,20,17428,17227
17-Jun-02,21,17503,17302
17-Jun-02,22,16537,16336
17-Jun-02,23,14947,14946
17-Jun-02,24,13888,13804
18-Jun-02,1,13650,13257
18-Jun-02,2,13395,12894
18-Jun-02,3,13236,12722
18-Jun-02,4,13525,12711
18-Jun-02,5,13842,12991
18-Jun-02,6,14694,14093
18-Jun-02,7,16213,16112
18-Jun-02,8,17325,17224
18-Jun-02,9,17771,17670
18-Jun-02,10,18227,18126
18-Jun-02,11,18467,18366
18-Jun-02,12,18470,18369
18-Jun-02,13,18494,18393
18-Jun-02,14,18543,18442
18-Jun-02,15,18694,18593
18-Jun-02,16,18968,18867
18-Jun-02,17,18803,18702
18-Jun-02,18,18350,18249
18-Jun-02,19,17959,17858
18-Jun-02,20,17876,17775
18-Jun-02,21,17916,17815
18-Jun-02,22,17026,16925
18-Jun-02,23,15446,15445
18-Jun-02,24,14854,14253
19-Jun-02,1,14671,13570
19-Jun-02,2,14428,13127
19-Jun-02,3,14351,12900
19-Jun-02,4,14387,12936
19-Jun-02,5,14704,13253
19-Jun-02,6,15098,14297
19-Jun-02,7,16452,16301
19-Jun-02,8,17781,17630
19-Jun-02,9,18242,18091
19-Jun-02,10,18745,18594
19-Jun-02,11,18989,18838
19-Jun-02,12,19013,18862
19-Jun-02,13,19250,19099
19-Jun-02,14,19357,19108
19-Jun-02,15,19440,19239
19-Jun-02,16,19926,19675
19-Jun-02,17,19861,19610
19-Jun-02,18,19378,19129
19-Jun-02,19,18840,18639
19-Jun-02,20,18507,18306
19-Jun-02,21,18615,18385
19-Jun-02,22,17687,17486
19-Jun-02,23,15753,15752
19-Jun-02,24,14292,14291
20-Jun-02,1,14066,13765
20-Jun-02,2,14045,13369
20-Jun-02,3,14075,13099
20-Jun-02,4,14031,13055
20-Jun-02,5,14295,13469
20-Jun-02,6,15063,14587
20-Jun-02,7,16569,16568
20-Jun-02,8,17908,17907
20-Jun-02,9,18747,18746
20-Jun-02,10,19697,19696
20-Jun-02,11,20131,20130
20-Jun-02,12,20444,20443
20-Jun-02,13,20783,20782
20-Jun-02,14,20962,20961
20-Jun-02,15,21221,21220
20-Jun-02,16,21668,21667
20-Jun-02,17,21507,21506
20-Jun-02,18,21114,21113
20-Jun-02,19,20739,20738
20-Jun-02,20,20359,20358
20-Jun-02,21,20403,20402
20-Jun-02,22,19252,19251
20-Jun-02,23,17382,17382
20-Jun-02,24,15834,15833
21-Jun-02,1,15093,15092
21-Jun-02,2,14679,14678
21-Jun-02,3,14377,14376
21-Jun-02,4,14542,14241
21-Jun-02,5,14799,14498
21-Jun-02,6,15479,15478
21-Jun-02,7,17583,17582
21-Jun-02,8,19264,19263
21-Jun-02,9,20108,20107
21-Jun-02,10,20939,20938
21-Jun-02,11,21687,21686
21-Jun-02,12,22069,22068
21-Jun-02,13,22273,22272
21-Jun-02,14,22205,22204
21-Jun-02,15,21837,21836
21-Jun-02,16,21345,21344
21-Jun-02,17,20973,20972
21-Jun-02,18,20605,20404
21-Jun-02,19,19881,19880
21-Jun-02,20,19644,19443
21-Jun-02,21,19464,19263
21-Jun-02,22,18630,18437
21-Jun-02,23,17025,17024
21-Jun-02,24,15378,15377
22-Jun-02,1,14529,14463
22-Jun-02,2,14161,14095
22-Jun-02,3,13798,13632
22-Jun-02,4,13794,13428
22-Jun-02,5,13979,13413
22-Jun-02,6,14348,13582
22-Jun-02,7,15522,14621
22-Jun-02,8,16339,16042
22-Jun-02,9,17283,17082
22-Jun-02,10,17981,17780
22-Jun-02,11,18341,18140
22-Jun-02,12,18616,18319
22-Jun-02,13,18605,18404
22-Jun-02,14,18624,18323
22-Jun-02,15,18662,18361
22-Jun-02,16,19034,18583
22-Jun-02,17,18965,18714
22-Jun-02,18,18968,18521
22-Jun-02,19,18370,18014
22-Jun-02,20,18145,17694
22-Jun-02,21,18022,17630
22-Jun-02,22,17405,17139
22-Jun-02,23,16350,16092
22-Jun-02,24,15464,14898
23-Jun-02,1,14941,14175
23-Jun-02,2,14761,13795
23-Jun-02,3,14333,13367
23-Jun-02,4,14055,13089
23-Jun-02,5,13935,12919
23-Jun-02,6,13908,12892
23-Jun-02,7,14953,13738
23-Jun-02,8,15709,15193
23-Jun-02,9,16835,16634
23-Jun-02,10,18505,18182
23-Jun-02,11,19553,19121
23-Jun-02,12,19881,19680
23-Jun-02,13,20155,19954
23-Jun-02,14,20188,19987
23-Jun-02,15,20687,20486
23-Jun-02,16,20836,20635
23-Jun-02,17,20658,20457
23-Jun-02,18,20320,20119
23-Jun-02,19,20094,19893
23-Jun-02,20,20050,19849
23-Jun-02,21,20241,20040
23-Jun-02,22,19627,19426
23-Jun-02,23,17974,17973
23-Jun-02,24,16705,16704
24-Jun-02,1,16016,15915
24-Jun-02,2,15537,15436
24-Jun-02,3,15173,15072
24-Jun-02,4,15207,15106
24-Jun-02,5,15404,15303
24-Jun-02,6,16446,16345
24-Jun-02,7,19075,18474
24-Jun-02,8,20388,19887
24-Jun-02,9,20912,20411
24-Jun-02,10,21389,20873
24-Jun-02,11,21621,21045
24-Jun-02,12,21344,20768
24-Jun-02,13,21246,20575
24-Jun-02,14,21089,20513
24-Jun-02,15,21013,20404
24-Jun-02,16,21324,20698
24-Jun-02,17,21379,20552
24-Jun-02,18,20888,19911
24-Jun-02,19,20101,19305
24-Jun-02,20,19741,19040
24-Jun-02,21,20008,19112
24-Jun-02,22,18964,18198
24-Jun-02,23,16664,16567
24-Jun-02,24,15279,15278
25-Jun-02,1,14772,14423
25-Jun-02,2,14802,13987
25-Jun-02,3,14329,13728
25-Jun-02,4,14278,13677
25-Jun-02,5,14430,13815
25-Jun-02,6,15413,15063
25-Jun-02,7,17364,17213
25-Jun-02,8,19170,18719
25-Jun-02,9,19857,19406
25-Jun-02,10,21149,20698
25-Jun-02,11,21689,21232
25-Jun-02,12,21921,21466
25-Jun-02,13,22634,22199
25-Jun-02,14,23018,22531
25-Jun-02,15,23269,22803
25-Jun-02,16,23686,23201
25-Jun-02,17,23685,23349
25-Jun-02,18,23147,22771
25-Jun-02,19,22665,22292
25-Jun-02,20,22236,21870
25-Jun-02,21,22136,21776
25-Jun-02,22,20873,20817
25-Jun-02,23,19033,19032
25-Jun-02,24,17815,17479
26-Jun-02,1,16514,16499
26-Jun-02,2,16291,15941
26-Jun-02,3,15885,15535
26-Jun-02,4,15790,15454
26-Jun-02,5,15643,15642
26-Jun-02,6,17264,16914
26-Jun-02,7,19712,18953
26-Jun-02,8,20710,20209
26-Jun-02,9,21434,20833
26-Jun-02,10,22060,21709
26-Jun-02,11,23003,22552
26-Jun-02,12,23145,22599
26-Jun-02,13,23439,22842
26-Jun-02,14,23575,23089
26-Jun-02,15,23614,23232
26-Jun-02,16,23929,23578
26-Jun-02,17,24084,23393
26-Jun-02,18,23325,22974
26-Jun-02,19,22643,22045
26-Jun-02,20,22270,21669
26-Jun-02,21,21878,21277
26-Jun-02,22,20592,19991
26-Jun-02,23,18484,18383
26-Jun-02,24,17105,17004
27-Jun-02,1,16506,16115
27-Jun-02,2,16037,15646
27-Jun-02,3,15457,15066
27-Jun-02,4,15324,14883
27-Jun-02,5,15482,15091
27-Jun-02,6,16792,16351
27-Jun-02,7,19304,18477
27-Jun-02,8,20924,20184
27-Jun-02,9,22028,21277
27-Jun-02,10,22493,21892
27-Jun-02,11,22675,22324
27-Jun-02,12,22552,22201
27-Jun-02,13,22626,22275
27-Jun-02,14,22496,22145
27-Jun-02,15,22608,22219
27-Jun-02,16,22498,22084
27-Jun-02,17,22214,21751
27-Jun-02,18,21699,21204
27-Jun-02,19,21004,20487
27-Jun-02,20,20378,19893
27-Jun-02,21,20333,19830
27-Jun-02,22,19320,18851
27-Jun-02,23,17554,17263
27-Jun-02,24,16211,15820
28-Jun-02,1,15294,14903
28-Jun-02,2,14841,14450
28-Jun-02,3,14507,14116
28-Jun-02,4,14546,13930
28-Jun-02,5,14639,14223
28-Jun-02,6,15893,15402
28-Jun-02,7,18019,17143
28-Jun-02,8,19244,18493
28-Jun-02,9,20351,19600
28-Jun-02,10,21127,20351
28-Jun-02,11,21585,20834
28-Jun-02,12,21763,21012
28-Jun-02,13,21902,21151
28-Jun-02,14,21891,21187
28-Jun-02,15,21922,21171
28-Jun-02,16,22132,21381
28-Jun-02,17,22033,21282
28-Jun-02,18,21708,20957
28-Jun-02,19,21220,20469
28-Jun-02,20,20567,19816
28-Jun-02,21,20367,19616
28-Jun-02,22,19415,18664
28-Jun-02,23,17283,16992
28-Jun-02,24,15931,15640
29-Jun-02,1,15016,14725
29-Jun-02,2,14253,13962
29-Jun-02,3,13895,13604
29-Jun-02,4,13842,13351
29-Jun-02,5,13552,13251
29-Jun-02,6,13559,13381
29-Jun-02,7,14384,14333
29-Jun-02,8,15603,15552
29-Jun-02,9,17027,16976
29-Jun-02,10,17855,17804
29-Jun-02,11,18486,18435
29-Jun-02,12,19006,18955
29-Jun-02,13,19178,19077
29-Jun-02,14,19381,19280
29-Jun-02,15,19499,19398
29-Jun-02,16,19583,19482
29-Jun-02,17,19677,19576
29-Jun-02,18,19260,19159
29-Jun-02,19,18625,18524
29-Jun-02,20,18105,18004
29-Jun-02,21,18235,18134
29-Jun-02,22,17684,17583
29-Jun-02,23,16756,16415
29-Jun-02,24,15562,15361
30-Jun-02,1,14836,14715
30-Jun-02,2,14512,14091
30-Jun-02,3,14235,13514
30-Jun-02,4,14267,13346
30-Jun-02,5,14067,13146
30-Jun-02,6,14052,12981
30-Jun-02,7,14736,13765
30-Jun-02,8,15784,15233
30-Jun-02,9,16732,16681
30-Jun-02,10,17897,17846
30-Jun-02,11,18686,18635
30-Jun-02,12,19458,19407
30-Jun-02,13,19678,19527
30-Jun-02,14,19805,19654
30-Jun-02,15,19922,19771
30-Jun-02,16,20084,19933
30-Jun-02,17,20228,20077
30-Jun-02,18,19908,19757
30-Jun-02,19,19589,19438
30-Jun-02,20,19253,19102
30-Jun-02,21,19108,18957
30-Jun-02,22,18633,18482
30-Jun-02,23,17326,17225
30-Jun-02,24,16486,16282
1-Jul-02,1,15551,15347
1-Jul-02,2,15150,14646
1-Jul-02,3,14805,14301
1-Jul-02,4,14685,14081
1-Jul-02,5,14512,13908
1-Jul-02,6,14609,13805
1-Jul-02,7,15963,14685
1-Jul-02,8,16886,15992
1-Jul-02,9,18649,17670
1-Jul-02,10,20204,19242
1-Jul-02,11,21299,20263
1-Jul-02,12,21898,20766
1-Jul-02,13,22032,20993
1-Jul-02,14,22362,21175
1-Jul-02,15,22523,21300
1-Jul-02,16,22655,21519
1-Jul-02,17,22760,21736
1-Jul-02,18,22572,21511
1-Jul-02,19,22401,21207
1-Jul-02,20,22143,20885
1-Jul-02,21,21992,20988
1-Jul-02,22,21551,20556
1-Jul-02,23,19448,19369
1-Jul-02,24,18466,18262
2-Jul-02,1,17821,17617
2-Jul-02,2,16951,16747
2-Jul-02,3,16687,16483
2-Jul-02,4,16565,16361
2-Jul-02,5,16785,16581
2-Jul-02,6,17692,17488
2-Jul-02,7,20035,19631
2-Jul-02,8,21751,21397
2-Jul-02,9,22878,22474
2-Jul-02,10,23431,23331
2-Jul-02,11,23890,23890
2-Jul-02,12,24293,24293
2-Jul-02,13,24847,24847
2-Jul-02,14,24788,24788
2-Jul-02,15,24795,24795
2-Jul-02,16,24815,24815
2-Jul-02,17,24734,24734
2-Jul-02,18,24393,24393
2-Jul-02,19,23971,23817
2-Jul-02,20,23795,23641
2-Jul-02,21,23611,23455
2-Jul-02,22,22986,22782
2-Jul-02,23,20844,20824
2-Jul-02,24,19447,19343
3-Jul-02,1,18658,18554
3-Jul-02,2,18121,18017
3-Jul-02,3,17659,17555
3-Jul-02,4,17300,17196
3-Jul-02,5,17146,17042
3-Jul-02,6,17841,17737
3-Jul-02,7,20158,19804
3-Jul-02,8,21906,21502
3-Jul-02,9,23207,22804
3-Jul-02,10,24217,23877
3-Jul-02,11,24781,24427
3-Jul-02,12,25013,24659
3-Jul-02,13,25307,24953
3-Jul-02,14,25175,25046
3-Jul-02,15,25240,25136
3-Jul-02,16,25330,25226
3-Jul-02,17,25293,25139
3-Jul-02,18,24608,24504
3-Jul-02,19,24066,23962
3-Jul-02,20,23889,23535
3-Jul-02,21,23903,23549
3-Jul-02,22,22943,22589
3-Jul-02,23,21082,21078
3-Jul-02,24,19534,19530
4-Jul-02,1,18639,18606
4-Jul-02,2,17885,17881
4-Jul-02,3,17219,17190
4-Jul-02,4,16988,16984
4-Jul-02,5,17057,17053
4-Jul-02,6,17968,17964
4-Jul-02,7,19811,19807
4-Jul-02,8,21409,21405
4-Jul-02,9,22574,22570
4-Jul-02,10,23479,23475
4-Jul-02,11,24034,23930
4-Jul-02,12,24225,24221
4-Jul-02,13,24431,24327
4-Jul-02,14,24310,24206
4-Jul-02,15,24206,24102
4-Jul-02,16,24260,24156
4-Jul-02,17,24091,23987
4-Jul-02,18,23513,23409
4-Jul-02,19,22568,22564
4-Jul-02,20,21683,21679
4-Jul-02,21,21028,21024
4-Jul-02,22,19873,19819
4-Jul-02,23,18233,18033
4-Jul-02,24,16521,16517
5-Jul-02,1,15859,15559
5-Jul-02,2,15018,14914
5-Jul-02,3,14843,14443
5-Jul-02,4,14609,14309
5-Jul-02,5,14726,14426
5-Jul-02,6,15482,15182
5-Jul-02,7,16628,16424
5-Jul-02,8,17763,17659
5-Jul-02,9,18531,18427
5-Jul-02,10,19471,19067
5-Jul-02,11,19878,19374
5-Jul-02,12,19584,19480
5-Jul-02,13,19936,19540
5-Jul-02,14,19839,19585
5-Jul-02,15,19875,19621
5-Jul-02,16,20431,19632
5-Jul-02,17,19839,19477
5-Jul-02,18,19386,19032
5-Jul-02,19,18873,18519
5-Jul-02,20,18122,17968
5-Jul-02,21,17881,17777
5-Jul-02,22,17230,17126
5-Jul-02,23,16158,15858
5-Jul-02,24,14700,14696
6-Jul-02,1,14090,13890
6-Jul-02,2,13652,13452
6-Jul-02,3,13824,13224
6-Jul-02,4,13845,13045
6-Jul-02,5,13705,12955
6-Jul-02,6,13670,13070
6-Jul-02,7,14238,14184
6-Jul-02,8,15513,15459
6-Jul-02,9,16618,16564
6-Jul-02,10,17453,17399
6-Jul-02,11,17918,17864
6-Jul-02,12,18108,18054
6-Jul-02,13,18167,18113
6-Jul-02,14,18151,18097
6-Jul-02,15,18226,18172
6-Jul-02,16,18368,18314
6-Jul-02,17,18401,18347
6-Jul-02,18,17994,17940
6-Jul-02,19,17467,17413
6-Jul-02,20,17028,16974
6-Jul-02,21,17119,17065
6-Jul-02,22,16523,16469
6-Jul-02,23,15574,15374
6-Jul-02,24,14292,14288
7-Jul-02,1,13779,13454
7-Jul-02,2,13625,13077
7-Jul-02,3,13273,12704
7-Jul-02,4,13168,12539
7-Jul-02,5,12919,12375
7-Jul-02,6,12927,12348
7-Jul-02,7,13249,13095
7-Jul-02,8,14289,14235
7-Jul-02,9,15579,15525
7-Jul-02,10,16683,16629
7-Jul-02,11,17279,17225
7-Jul-02,12,17716,17662
7-Jul-02,13,17972,17918
7-Jul-02,14,18136,18082
7-Jul-02,15,18509,18455
7-Jul-02,16,18969,18915
7-Jul-02,17,19086,19032
7-Jul-02,18,19046,18992
7-Jul-02,19,18805,18751
7-Jul-02,20,18551,18497
7-Jul-02,21,18816,18762
7-Jul-02,22,18409,18355
7-Jul-02,23,17233,17104
7-Jul-02,24,16002,15998
8-Jul-02,1,15446,15224
8-Jul-02,2,14873,14769
8-Jul-02,3,14605,14501
8-Jul-02,4,14586,14448
8-Jul-02,5,14898,14598
8-Jul-02,6,15729,15429
8-Jul-02,7,17395,17391
8-Jul-02,8,19266,19262
8-Jul-02,9,20339,20335
8-Jul-02,10,21397,21393
8-Jul-02,11,22172,22168
8-Jul-02,12,22572,22568
8-Jul-02,13,23020,23016
8-Jul-02,14,23153,23149
8-Jul-02,15,23080,23076
8-Jul-02,16,23257,23253
8-Jul-02,17,23409,23405
8-Jul-02,18,22631,22627
8-Jul-02,19,22014,22010
8-Jul-02,20,21568,21564
8-Jul-02,21,21456,21452
8-Jul-02,22,20340,20336
8-Jul-02,23,18661,18657
8-Jul-02,24,17348,17344
9-Jul-02,1,16554,16550
9-Jul-02,2,16057,16053
9-Jul-02,3,15824,15720
9-Jul-02,4,15507,15403
9-Jul-02,5,15802,15698
9-Jul-02,6,16854,16550
9-Jul-02,7,18087,18083
9-Jul-02,8,19320,19316
9-Jul-02,9,20191,20187
9-Jul-02,10,20876,20872
9-Jul-02,11,21315,21311
9-Jul-02,12,21544,21540
9-Jul-02,13,21690,21652
9-Jul-02,14,21948,21944
9-Jul-02,15,22077,22073
9-Jul-02,16,22317,22313
9-Jul-02,17,22500,22386
9-Jul-02,18,21990,21986
9-Jul-02,19,21498,21494
9-Jul-02,20,20700,20696
9-Jul-02,21,20477,20473
9-Jul-02,22,19414,19410
9-Jul-02,23,17738,17738
9-Jul-02,24,16155,15955
10-Jul-02,1,15396,15055
10-Jul-02,2,14646,14542
10-Jul-02,3,14353,14049
10-Jul-02,4,14053,13749
10-Jul-02,5,14311,14007
10-Jul-02,6,15491,14995
10-Jul-02,7,16808,16604
10-Jul-02,8,18003,17983
10-Jul-02,9,18601,18597
10-Jul-02,10,19199,19195
10-Jul-02,11,19606,19402
10-Jul-02,12,19640,19436
10-Jul-02,13,19983,19644
10-Jul-02,14,20496,19857
10-Jul-02,15,20199,19783
10-Jul-02,16,19989,19850
10-Jul-02,17,19871,19867
10-Jul-02,18,19348,19344
10-Jul-02,19,18746,18742
10-Jul-02,20,18312,18308
10-Jul-02,21,18266,18262
10-Jul-02,22,17298,17294
10-Jul-02,23,16118,15918
10-Jul-02,24,14901,14701
11-Jul-02,1,14179,14175
11-Jul-02,2,14059,13655
11-Jul-02,3,13955,13451
11-Jul-02,4,13951,13390
11-Jul-02,5,13851,13651
11-Jul-02,6,14731,14531
11-Jul-02,7,16011,16007
11-Jul-02,8,17620,17316
11-Jul-02,9,18146,18142
11-Jul-02,10,18741,18737
11-Jul-02,11,19021,19017
11-Jul-02,12,18827,18823
11-Jul-02,13,18916,18912
11-Jul-02,14,19085,19081
11-Jul-02,15,19190,19136
11-Jul-02,16,19316,19312
11-Jul-02,17,19346,19342
11-Jul-02,18,19064,19060
11-Jul-02,19,18633,18629
11-Jul-02,20,18197,18193
11-Jul-02,21,18358,18354
11-Jul-02,22,17669,17665
11-Jul-02,23,16396,16196
11-Jul-02,24,15182,14982
12-Jul-02,1,14209,14205
12-Jul-02,2,14066,13685
12-Jul-02,3,13865,13461
12-Jul-02,4,13577,13365
12-Jul-02,5,14072,13668
12-Jul-02,6,14923,14478
12-Jul-02,7,16233,16029
12-Jul-02,8,17633,17429
12-Jul-02,9,18597,18393
12-Jul-02,10,19318,19114
12-Jul-02,11,19683,19429
12-Jul-02,12,19936,19682
12-Jul-02,13,19979,19725
12-Jul-02,14,20075,19821
12-Jul-02,15,20259,20005
12-Jul-02,16,20337,20083
12-Jul-02,17,20313,20059
12-Jul-02,18,20024,19820
12-Jul-02,19,19462,19258
12-Jul-02,20,18794,18790
12-Jul-02,21,18697,18643
12-Jul-02,22,17808,17804
12-Jul-02,23,16514,16314
12-Jul-02,24,15069,15065
13-Jul-02,1,14197,14193
13-Jul-02,2,13679,13675
13-Jul-02,3,13428,13324
13-Jul-02,4,13172,13068
13-Jul-02,5,13186,13082
13-Jul-02,6,13378,13374
13-Jul-02,7,14367,14363
13-Jul-02,8,15694,15616
13-Jul-02,9,17210,17010
13-Jul-02,10,17877,17873
13-Jul-02,11,18418,18414
13-Jul-02,12,18589,18585
13-Jul-02,13,18673,18669
13-Jul-02,14,18816,18812
13-Jul-02,15,18925,18921
13-Jul-02,16,18960,18956
13-Jul-02,17,19204,19200
13-Jul-02,18,18951,18947
13-Jul-02,19,18596,18592
13-Jul-02,20,18112,18108
13-Jul-02,21,18267,18067
13-Jul-02,22,17595,17507
13-Jul-02,23,16520,16320
13-Jul-02,24,15052,15048
14-Jul-02,1,14508,14504
14-Jul-02,2,14398,13994
14-Jul-02,3,14388,13534
14-Jul-02,4,14254,13300
14-Jul-02,5,14019,13165
14-Jul-02,6,13533,13054
14-Jul-02,7,13876,13872
14-Jul-02,8,15044,15040
14-Jul-02,9,16367,16363
14-Jul-02,10,17504,17500
14-Jul-02,11,18339,18335
14-Jul-02,12,18957,18953
14-Jul-02,13,19154,19150
14-Jul-02,14,19381,19377
14-Jul-02,15,19781,19777
14-Jul-02,16,20113,20109
14-Jul-02,17,20367,20363
14-Jul-02,18,20226,20222
14-Jul-02,19,19901,19897
14-Jul-02,20,19560,19556
14-Jul-02,21,19895,19891
14-Jul-02,22,19241,19237
14-Jul-02,23,17788,17784
14-Jul-02,24,16816,16712
15-Jul-02,1,15992,15888
15-Jul-02,2,15555,15451
15-Jul-02,3,15244,15140
15-Jul-02,4,15122,15018
15-Jul-02,5,15400,15296
15-Jul-02,6,16595,16318
15-Jul-02,7,18012,18008
15-Jul-02,8,19669,19665
15-Jul-02,9,20944,20940
15-Jul-02,10,22007,22003
15-Jul-02,11,22618,22614
15-Jul-02,12,23089,23085
15-Jul-02,13,23531,23277
15-Jul-02,14,23592,23438
15-Jul-02,15,23863,23709
15-Jul-02,16,23994,23840
15-Jul-02,17,23947,23793
15-Jul-02,18,23314,23310
15-Jul-02,19,22716,22712
15-Jul-02,20,21914,21910
15-Jul-02,21,21864,21860
15-Jul-02,22,20741,20737
15-Jul-02,23,19255,19055
15-Jul-02,24,17353,17349
16-Jul-02,1,16490,16486
16-Jul-02,2,15842,15838
16-Jul-02,3,15478,15474
16-Jul-02,4,15218,15214
16-Jul-02,5,15312,15308
16-Jul-02,6,15931,15827
16-Jul-02,7,17779,17775
16-Jul-02,8,19375,19371
16-Jul-02,9,20638,20634
16-Jul-02,10,21531,21527
16-Jul-02,11,21966,21762
16-Jul-02,12,22742,22538
16-Jul-02,13,22625,22421
16-Jul-02,14,22952,22948
16-Jul-02,15,23428,23424
